"name","site"
"Asadi M","FCE"
"AscarrunzN","NWT"
"AschR","CCE"
"AsheS","KNZ"
"AshkenasL","AND"
"AshtonI","NWT"
"AsmusA","ARC"
"AsnerG","NWT"
"AtkinsP","NWT"
"AtkinsonE","KBS"
"AtwoodM","CDR"
"AubrechtD","HFR"
"AugustineD","SGS"
"AuwaeR","HBR"
"AventS","CAP"
"AvisP","CDR"
"AyalaR","INT"
"AyresE","MCM"
"BaasP","CWT"
"BachandR","SGS"
"BachelotB","LUQ"
"BachhuberS","SBC"
"BadeD","NTL"
"BadeaO","NWK"
"BaelD","CDR"
"BaesemanJ","MCM"
"BaezS","SEV"
"BagshawL","MCM"
"BahnR","CWT"
"BahnmannB","KBS"
"BahrM","ARC"
"BailardJ","MCM"
"BaileyA","NWT"
"BaileyD","JRN"
"BaileyN","SEV"
"BairdB","BNZ"
"BakerA","KNZ"
"BakerJ","BNZ"
"BakerC","KBS"
"BakerL","CAP"
"BakerK","PAL"
"BakerK","CCE"
"BakerB","NWK"
"BakkerM","SGS"
"BakshS","FCE"
"BalanS","LUQ"
"BalcarczykK","BNZ"
"BallB","MCM"
"BallI","CCE"
"BallantyneF","LUQ"
"BallingR","CAP"
"BalserA","ARC"
"BalshiM","BNZ"
"BalsigerD","NTL"
"BangC","CAP"
"BantaM","SGS"
"BanvilleM","CAP"
"BaqueraN","JRN"
"BarallobreL","FCE"
"BarbaE","SBC"
"BarberG","HFR"
"BarberenaM","LUQ"
"BarbosaF","INT"
"BarbrowS","NWK"
"BarkerB","CAP"
"BarkerJ","AND"
"BarkerB","LUQ"
"BarlowP","CWT"
"BarnerJ","HBR"
"BarnesC","CDR"
"BarnesD","VCR  "
"BarnettL","JRN"
"BarnettN","GCE"
"BaronJ","NWT"
"Baron LopezA","BNZ"
"BaroneJ","LUQ"
"BarrD","FCE"
"BarrettK","NTL"
"BarronR","SBC"
"BarrowJ","JRN"
"BarslundJ","MCM"
"BarthL","FCE"
"BartlettJ","MCR"
"BartonH","KNZ"
"BartonM","CAP"
"BaruC","NWK"
"Basagic IVH","MCM"
"BasileG","CAP"
"BaskettM","MCR"
"BassinC","SBC"
"BassoG","NWK"
"BateD","MCM"
"BaterJ","INT"
"BattR","NTL"
"BattagliL","NWK"
"BattistelliJ","VCR  "
"BaudryJ","INT"
"BauerS","CDR"
"BaulchH","NTL"
"BaumannM","SEV"
"BayerP","FCE"
"BayfieldN","INT"
"BazanteJ","FCE"
"BazzazF","HFR"
"BeardK","LUQ"
"BeardmoreB","NTL"
"BeasleyC","CWT"
"BeasleyT","NWK"
"BeattyJ","AND"
"BeauchampV","CAP"
"BeaulieuJ","KBS"
"BeckD","NWK"
"BeckC","FCE"
"BeckageB","CWT"
"BeckenbachE","SBC"
"BeckerE","PAL"
"BeckmanN","CDR"
"BeebeS","CAP"
"BeecherB","NWK"
"BeersA","NWT"
"BefortB","CDR"
"BehrensM","SBC"
"BehrensE","NWK"
"BeierC","BNZ"
"BeighleyE","SBC"
"BeldadeR","MCR"
"BelitskyL","CAP"
"BellS","GCE"
"BellD","CWT"
"BellT","NWT"
"BelnapJ","SEV  "
"BelovskyG","LUQ"
"BelsheE","BNZ"
"BeltranA","SGS"
"Ben-ChorinG","SBC"
"BenesJ","ARC"
"BenhamS","INT"
"Benitez-JoubertR","LUQ"
"BennettK","HFR"
"BennettS","LUQ"
"BennettR","FCE"
"BennettE","NTL"
"BensonB","NTL"
"BensonA","SGS"
"BensonR","CWT"
"BentivengaS","KBS"
"BentonB","AND"
"BentzM","SBC"
"BenvenisteE","KBS"
"BerbecoM","HFR"
"BeresfordG","SGS"
"BeresfordL","SBC"
"BergelsonJ","SGS"
"BergerU","INT"
"BergsbakenB","SEV"
"BergsmaT","KBS"
"BergsmaG","MCR"
"BergstenR","KNZ"
"BerhardtE","CWT"
"BeringerJ","BNZ"
"BerkleyC","NWK"
"BermanN","CAP"
"BernardR","FCE"
"BernardesS","CWT"
"BerneyM","KBS"
"BernotR","KNZ"
"BernsteinM","CAP"
"BerryH","SBC"
"BerrymanS","AND"
"BertrandK","KNZ"
"BetancourtJ","SEV"
"BettsE","BNZ"
"BeversdorfL","NTL"
"BeyarH","BES"
"BeymS","CAP"
"BhandarkarS","CAP"
"BhardwajA","KBS"
"BharkE","SEV  "
"BhatM","FCE"
"BhattM","LUQ"
"BibleK","NWK"
"BickfordC","SEV"
"BierT","NTL"
"BierlmaierF","AND"
"BiersE","GCE"
"BigelowC","AND"
"BiggsH","INT"
"BiggsR","NTL"
"BiglerW","CAP"
"BirdG","KBS"
"BirdJ","KBS"
"BirdK","KBS"
"BishopT","GCE  "
"BjorkmanK","PAL"
"BlackburnH","SGS"
"BlanchardJ","AND"
"BlanchetteC","NCO"
"BlancoJ","LUQ"
"BlantonJ","GCE"
"BlateckyA","NWK"
"BleasdaleT","CAP"
"BlechaS","VCR"
"BleckerS","MCM"
"BleckerS","SGS"
"BletzingerM","NWK"
"BlochC","LUQ"
"BlockJ","CAP"
"BlockC","CWT"
"BlohmG","GCE"
"BloodE","NWK"
"BloomquistL","KNZ"
"BlountB","GCE"
"BlumenthalD","SGS"
"BobyL","BNZ"
"BochC","MCR"
"BocquetF","NWT"
"BoekenB","INT"
"BohananR","NTL"
"BoldgivB","INT"
"BolesJ","KBS  "
"BolinB","CAP"
"BolteJ","AND"
"BoltonB","BNZ"
"BondD","FCE"
"BondB","AND"
"BondS","PIE"
"BonetF","INT"
"BonillaC","LUQ"
"BonitoG","LNO"
"BonitoP","LNO"
"BonjourS","KNZ"
"Bontti-AmorenaE","SGS"
"BooneR","BNZ"
"BoothT","SGS"
"BoothM","GCE"
"BorerE","AND"
"BoresonJ","CAP"
"BormannB","AND"
"BornerA","BNZ"
"BornhoeftS","FCE"
"BoseR","SBC"
"BottomleyP","AND"
"BoulangerJ","SEV"
"BourgeronP","NWT"
"BowdenR","HFR"
"BoweS","KNZ"
"Bowes-lyonD","BES"
"BowlenJ","HFR"
"BowlerP","NWK"
"BowlingA","GCE"
"BowmanJ","PAL"
"BowserC","NTL"
"BoyceR","NWT"
"BoydD","VCR"
"BoyerJ","FCE"
"BoyleJ","AND"
"BoyleS","AND"
"BradfordJ","SGS"
"BradleyK","CDR"
"Bradley-CookJ","MCM"
"BradyW","CAP"
"BrahneyJ","NWT"
"BramburgerA","FCE"
"BrandelB","SEV"
"BrandonJ","CCE"
"BrandtL","CDR"
"BransfordD","CWT"
"BrantJ","AND"
"Brantley     S","CWT"
"Bravo-GarzaM","JRN"
"BrazelT","CAP"
"BredemeierM","INT"
"BreeckerD","SEV"
"BreitenbachS","KBS"
"BremerM","HBR"
"BrennanJ","JRN"
"BrennerR","BNZ"
"BrentonR","LUQ"
"Brereton R","LUQ"
"BreseD","SEV"
"Bret-HarteS","BNZ"
"BretzW","NWK"
"BrewerM","KBS"
"BrewerC","NWK"
"BrewerE","AND"
"BrewerP","SGS"
"BrewisA","CAP"
"BreznakJ","KBS"
"BriggsM","PIE"
"BriggsK","AND"
"BrinkmanJ","SBC  "
"BrinsonM","VCR"
"BriscoeA","LNO"
"BrisenoC","CCE"
"BrittainR","GCE"
"BrocardG","LUQ"
"BrockB","KNZ"
"BrockleyE","NTL"
"BroderickE","FCE"
"BrodieN","AND"
"BrodinM","NWT"
"BroitmanB","SBC"
"BrooS","PIE"
"BrooksR","AND"
"BrooksB","LNO"
"BrooksP","NWT"
"BrooksC","SGS"
"BroosE","MCM"
"BrownC","INT"
"BrownM","VCR"
"BrownJ","HBR"
"BrownM","INT"
"BrownM","AND"
"BrownC","SGS"
"BrownJ","SEV"
"BrownD","BNZ"
"BrownA","MCR"
"BrownD","MCR"
"BrueswitzD","KBS"
"BrumandJ","CAP"
"BrunerH","AND"
"BrunsonM","LUQ"
"BrushG","BES"
"BryanD","SEV"
"BryantD","PAL"
"BrzostekE","HFR"
"BuckC","VCR"
"BuckK","CCE"
"BucknerT","CAP"
"BucurM","INT"
"BudrysE","INT"
"BuelowH","MCM"
"BuenauK","SBC"
"BuenemannM","JRN"
"BuesselerK","PAL"
"BuhlerD","KBS"
"BuisG","KNZ"
"BundyR","CCE"
"BuonopaneM","JRN"
"BurakM","PIE"
"BurakowskiE","HFR"
"BurchW","BES"
"BurdA","GCE  "
"BurdittL","AND"
"BurgessR","BNZ"
"BurginA","KBS"
"BURGOSA","INT"
"BurkJ","HFR"
"BurkartG","ARC"
"BurkeA","INT"
"BurkeI","SGS"
"BurkemperA","MCM"
"BurkinsM","MCM"
"BurnettL","MCM"
"BurnetteR","CAP"
"BurnsJ","NWK"
"BurnsE","CAP"
"BurnsC","HBR"
"BurnsideW","SEV"
"BurnSilverS","BNZ"
"BurrightH","AND"
"BurrowsS","NTL"
"BurrowsE","AND"
"BurtonM","KBS"
"BuseyB","BNZ"
"BushM","FCE"
"BusingR","AND"
"BusseK","CAP"
"BusseL","SBC"
"BustamanteJ","SEV"
"ButittaV","NTL"
"ButlerR","NWK"
"ButlerL","BNZ"
"ButlerJ","HFR"
"ButlerL","CAP"
"ButtenfieldB","NWT"
"BuxbaumC","SEV"
"BuyantuyevA","CAP"
"ByersM","PAL"
"ByrneK","SGS"
"ByrnesJ","PIE"
"ByronC","KBS"
"ByronD","FCE  "
"CableP","MCM"
"CableW","BNZ"
"CabotP","NTL"
"CabralG","FCE"
"CahoonD","NWK"
"CaiW","GCE  "
"CainC","CCE"
"CalabreseL","SEV"
"CalderonL","INT"
"CaldwellB","AND"
"CalvoM","FCE"
"CameronC","MCR"
"CameronC","CWT"
"CameronM","BNZ"
"CampanellaA","JRN"
"CampbellJ","AND"
"CampbellM","SEV"
"CampbellD","NWK"
"CampbellJ","FCE"
"CamposH","JRN"
"Candelaria-LeyR","SEV"
"CanestroD","SBC"
"CanoA","SBC"
"CaoM","INT"
"CardinaleB","SBC"
"Cardona-OlarteP","FCE"
"CareyC","NTL"
"CarlisleJ","KNZ"
"CarlosE","NCO"
"CarlsonB","NWK"
"CarlsonC","VCR"
"CarlsonC","BES"
"CarneyL","SBC"
"CarpenterJ","GCE"
"CarpenterS","NTL"
"CarrL","MCR"
"CarrascoJ","NWT"
"Carriére-GarwoodJ","CCE"
"CarrilloC","PAL  "
"CarrollS","CAP"
"CarrollC","BNZ"
"CarsonM","KNZ"
"CarsonC","KNZ"
"CarterM","GCE"
"CarterD","KNZ"
"CarterJ","KNZ"
"CarusoC","PIE"
"CarvajalA","SEV"
"CarvalhoF","PAL"
"CarvalhoB","INT"
"CaryR","CWT"
"CasagrandeD","CAP"
"Casciano          G","VCR"
"CaselleJ","SBC"
"CastellsE","BNZ"
"CastendykD","MCM"
"CatapanoK","MCM"
"CatesR","BNZ"
"CawleyK","FCE"
"CawoodA","CCE"
"CayanD","CCE"
"CeballosG","INT"
"CelentiK","AND"
"CelestianS","CAP"
"CeliJ","KBS"
"CelisJ","AND"
"ChaadraB","INT"
"ChabwelaH","INT"
"ChallandM","VCR"
"ChalmersA","GCE"
"ChamberlinM","CAP"
"ChangC","BES"
"ChangC","KNZ"
"ChangW","NWK"
"ChapmanK","CDR"
"ChapmanE","PAL"
"ChapmanE","CAP"
"ChappellJ","LUQ"
"CharltonB","BNZ"
"ChaseE","CAP"
"ChastonJ","MCM"
"ChaudharyD","INT"
"ChaudhuriA","JRN"
"ChavezE","SBC"
"CheckleyD","CCE"
"CheeverB","CWT"
"ChekalyukA","CCE"
"ChenX","SBC"
"ChenD","LUQ"
"ChenP","INT"
"ChenM","FCE"
"ChenY","LUQ"
"ChenW","CAP"
"ChenZ","INT"
"ChenW","INT"
"ChenH","AND"
"ChengK","LUQ"
"ChereskinT","CCE"
"CherubiniP","INT"
"CherwinK","SGS"
"ChewakaW","KBS"
"ChipmanJ","NTL"
"ChiuK","NTL"
"ChoD","INT"
"ChoY","HBR"
"ChoiC","CAP"
"ChouC","INT"
"ChowW","CAP"
"ChowanskiK","NWT"
"ChristelS","NTL"
"ChristensenP","CAP"
"ChristianR","VCR  "
"ChristnerB","MCM"
"ChuX","KBS"
"ChuangW","CAP"
"ChunH","KBS"
"ChurchM","PAL"
"ChurchillA","NWT"
"ChytilJ","INT"
"CikoskiC","SEV"
"CioppaT","MCM"
"CiruzziD","NTL"
"CisnerosL","LUQ"
"CisselJ","AND"
"CladisS","CWT"
"ClancyJ","CAP"
"ClancyT","INT"
"ClarkR","LNO"
"ClarkJ","SEV"
"ClarkD","INT"
"ClarkM","INT"
"ClarkC","CDR"
"ClarkJ","KNZ"
"ClarkR","INT"
"ClarkJ","NWK"
"ClarkeK","SBC"
"ClarkeA","FCE"
"ClarksonC","VCR"
"ClasenH","FCE"
"CleinJ","BNZ"
"ClelandE","NWK"
"ClemmensenK","ARC  "
"ClevelandB","CWT"
"CleverlyJ","SEV"
"ClilverdH","BNZ"
"ClineD","KNZ"
"ClintonW","SBC"
"ClintonB","CWT"
"CloughL","NWK"
"CloutierR","HBR"
"CloutierJ","FCE"
"ClutterM","NWK"
"CobleA","LUQ"
"CoeM","NTL"
"CoffmanJ","JRN"
"CohenW","AND"
"ColapietroD","LNO"
"ColbyS","AND"
"ColeL","VCR"
"ColeJ","HBR"
"ColemanD","CWT"
"ColemanK","PAL"
"CollierM","AND"
"CollinsJ","NWK"
"CollinsA","SEV"
"CollinsB","CWT"
"CollinsJ","CAP"
"CollinsT","CAP"
"CollinsT","FCE"
"Colunga-GarciaM","KBS"
"ColvardN","MCR"
"ComerfordC","GCE"
"CommerfordJ","KNZ"
"CompagnoniA","AND"
"ComptonJ","AND"
"ConantR","SGS"
"CondeC","LUQ"
"ConklinD","AND"
"ConlinM","BNZ"
"ConnellJ","MCR"
"ConnerJ","KBS"
"ConnersJ","PAL"
"ConnorB","BNZ"
"ConnorsJ","CAP"
"ConradC","INT"
"ConreyR","SGS"
"ConroyP","VCR"
"ConwayS","CAP"
"CookR","NWK"
"CookW","CAP"
"CoolonJ","KNZ"
"CoombsS","SBC"
"CooperI","KBS"
"CoppickP","KNZ"
"CorbinA","KBS  "
"CormanJ","NTL"
"CormanS","PIE"
"CornellA","FCE"
"CornellJ","LUQ"
"CornettV","FCE"
"CorneyJ","CDR"
"CornillonP","NWK"
"CorreaM","INT"
"CosorG","INT"
"CostaD","NWK"
"CostamagnaA","KBS"
"CostanzaR","BES"
"CostanzaB","VCR"
"CostelloR","MCM"
"CostelloM","NWK"
"CostelloA","HBR"
"CostelloE","NWT"
"CotaR","INT"
"CovittB","KBS"
"CowieR","NWT"
"CowleyM","MCM"
"CoxS","LUQ"
"CoxM","MCM"
"CozzettoK","MCM"
"CraigJ","SEV"
"CraigM","CWT"
"CraineJ","KNZ"
"CraryB","NTL"
"CrawfordJ","NTL"
"CrawfordE","VCR"
"CrawfordC","SEV"
"CrawfordB","BES"
"CRAYL","LUQ"
"CreelC","AND"
"CreswellJ","NTL"
"CrimminsT","NWK"
"CrispS","NWT"
"CrockerT","KNZ"
"CrockettC","ARC"
"CroftA","FCE  "
"CroftS","LUQ"
"CromackK","AND"
"CroninK","MCM"
"CrookK","LUQ"
"CrossA","SEV"
"CrossleyD","CWT"
"CrouchC","CAP"
"CrowtherT","HFR"
"CrumleyC","NWK"
"CrummerK","BNZ"
"CrutcherC","GCE"
"CruzC","LUQ"
"CruzJ","JRN"
"CryerT","AND"
"CudabackC","SBC"
"CuervoJ","SEV"
"CulleyA","PAL"
"CullyJ","KNZ"
"CulmanS","KBS"
"CummingsJ","FCE"
"CunniffK","FCE"
"CunninghamL","JRN"
"CurrierC","NWT"
"CurtisK","NTL"
"CushingA","BNZ"
"CuttsB","CAP"
"CzarnomskiN","AND"
"D'AmicoF","INT"
"D'AuriaJ","BNZ"
"Da FonsecaG","INT"
"DagysM","INT"
"DaileyS","FCE  "
"DaileyS","FCE"
"DaileyK","NWT"
"DalgleishH","KNZ"
"DameJ","VCR"
"DammM","NWT"
"DanaG","MCM"
"DandoisJ","BES"
"DaneL","LUQ"
"DanielsM","KNZ"
"DanielsW","ARC"
"DanielsR","PAL"
"DanielsonT","FCE"
"DanzilioD","LNO"
"DaoustR","PIE"
"DarbyK","CAP"
"DarbyB","HBR"
"DarcyJ","NWT"
"DarlingJ","NWT"
"Darrouzet-nardiA","NWT"
"DashevskyM","MCM"
"DaviesS","CAP"
"DaviesR","CAP"
"DavilaJ","INT"
"DavinroyT","NWT"
"DavisM","CDR"
"DavisW","BNZ"
"DavisA","KBS"
"DavisA","FCE"
"DavisJ","CWT"
"DavisJ","JRN"
"DavisR","CCE"
"Davis C","KNZ"
"DavisonP","CCE"
"DayT","CAP"
"DayF","VCR"
"DazzoF","KBS  "
"De JesusR","CCE"
"De JesusR","LUQ"
"De MutsertK","FCE"
"De RooC","BNZ"
"DealJ","CWT"
"DeanA","FCE"
"DecampsH","INT"
"DechaineE","NWT"
"DecimaM","CCE"
"DecinaS","BNZ"
"DecletJ","CAP"
"DeeganL","PIE"
"DeGloriaS","HBR"
"DegrassiA","HFR"
"DehringC","CWT"
"DeitrickS","CAP"
"DeKnightB","CAP"
"Del ToroI","HFR"
"DelanyC","MCM"
"DeLeoL","GCE"
"DeleteD","CWT"
"DeliusB","FCE"
"DellC","KBS"
"DellaripaN","SBC"
"DeMarcoJ","ARC"
"DemersD","HBR"
"DenefK","KBS"
"DenisonC","BES  "
"DennyE","HBR"
"DepkenC","CWT"
"DereszynskiE","AND"
"DernerJ","SGS"
"DesaiA","NTL"
"DeslippeJ","ARC"
"DesotelleM","KBS"
"DethlefsenL","KBS"
"DetlingJ","SGS"
"DettyJ","FCE"
"Deuerling K","MCM"
"DevL","SGS"
"DevisserM","KBS"
"DeVriesE","VCR"
"DeWildeL","BNZ"
"DewildeL","BNZ"
"DeWittJ","SEV"
"DeWolfE","SBC"
"DewsburyB","FCE"
"DhillonT","CAP"
"DiamondJ","FCE"
"DiasB","INT"
"DiazM","CAP"
"DiazY","FCE"
"DiazD","AND"
"Diaz-FergusonE","GCE"
"DibbellT","VCR"
"DickR","KBS"
"DickL","KBS"
"DickeyK","NWK"
"DickmannD","KBS"
"DierssenH","PAL"
"DietrichJ","KNZ"
"Dietterich T","AND"
"DiFonzoC","KBS"
"DiggleP","NWT"
"DiIorioM","CAP"
"DiIorioD","GCE"
"DijkstraF","CDR"
"DikerK","KBS"
"DilleyE","SBC"
"DillonW","AND"
"DingY","FCE"
"DionneM","PIE"
"DirningerP","INT"
"DirzoR","INT"
"DisneyR","KBS"
"DissingD","BNZ"
"DoakD","NWT"
"DobsonC","KBS  "
"DockensJ","CAP"
"DoctorK","VCR"
"DodsonS","NTL"
"DoeskenN","SGS"
"DohertyJ","KBS"
"DolanR","VCR"
"DoleJ","CAP"
"DomingoJ","JRN"
"DonahueC","SBC"
"DonahueD","SBC"
"DongX","CAP"
"DonohueK","HFR  "
"DonovanL","GCE"
"DoppH","KBS  "
"DorenR","FCE"
"DorovskoyP","HBR"
"DotsonB","AND"
"DouceT","GCE"
"DoughtyE","HFR  "
"DouglasM","MCM"
"DovciakM","AND"
"DowG","HFR"
"DowellK","FCE"
"DowlingC","MCM"
"DowneyL","LNO"
"DownumK","FCE"
"DowsB","VCR"
"DoyleA","SBC"
"DrakeT","AND"
"DrakeJ","FCE"
"Drake-SchulteisL","SBC"
"DreherD","AND"
"DreschelT","FCE"
"DresnerM","AND"
"DrewA","LUQ"
"DrexlerJ","FCE"
"DruckerD","INT"
"DrulinerP","AND"
"DuX","VCR"
"DuarteH","GCE"
"DubinskyE","LUQ"
"DudleyT","SBC"
"DufaultA","MCR"
"DuffyK","JRN"
"DuffyA","BNZ"
"DuganH","NTL"
"DuguayL","NWK"
"DukesJ","KBS"
"DuncanD","KBS"
"DunhamJ","AND"
"DunhamS","AND"
"DunhamC","NWK"
"DuniwayM","JRN"
"DunkelA","VCR"
"DunlapK","LUQ"
"DunlopK","FCE"
"DunneT","SBC"
"DupontC","CCE"
"Duran VinentO","VCR"
"DurlingJ","KBS  "
"DustinD","FCE"
"DuszynskiD","SEV"
"DuttonJ","SBC"
"DuveneckM","HFR"
"DybasC","NWK"
"DybzinskiR","CDR"
"DyeJ","SGS"
"DyerL","KBS  "
"DykstraG","NWT"
"DymondS","CWT"
"DyrnessT","AND"
"EadsD","SGS"
"EagarC","HBR"
"EakinH","CAP"
"EarnestK","KNZ"
"EbaughJ","CDR"
"EbertJ","MCM"
"Ebert-MayD","KBS"
"EbnetJ","MCM"
"EbnetA","MCM"
"EddyW","CDR"
"EdelenT","SEV"
"EdelmanA","SEV"
"EdelmanS","FCE"
"EdmondsJ","GCE"
"EdwardsJ","NWK"
"EdwardsC","FCE"
"EggeN","VCR"
"EggertS","CWT"
"EiadthongW","INT"
"EichmillerJ","KNZ"
"EichorstS","KBS"
"EilersA","CWT"
"EisengerC","CAP"
"EklundT","LUQ"
"EliasS","NWT"
"EliasP","INT"
"ElkinsD","CWT"
"EllinE","HFR"
"ElliottM","CAP"
"ElliottJ","SEV"
"EllisA","CAP"
"EllisD","SBC"
"EllisC","HBR"
"EllsworthD","CDR"
"EllwoodR","MCM"
"ElserJ","CAP"
"ElserM","CAP"
"ElstonS","GCE"
"ElwadieM","KBS"
"ElyD","CWT"
"EmchD","AND"
"EmeryN","SBC"
"EmminghamW","AND"
"EmmsS","CDR"
"EncinalesL","LNO"
"EndresA","JRN"
"EngelV","FCE"
"EngleT","CAP"
"EngstromD","CDR"
"EnnsA","FCE"
"EnosL","CWT"
"EpshteiO","CAP"
"EpshteinO","CAP"
"EpsteinD","CWT"
"EquihuaM","INT"
"ErbP","NWT"
"ErbL","NWT"
"EricksonM","PAL"
"EricksonM","GCE  "
"EricksonT","NWT"
"EricksonH","LUQ"
"ErwinR","VCR"
"EschM","GCE"
"EshunE","FCE"
"EsparancaS","NWK"
"EspositoR","MCM"
"EtheridgeS","VCR"
"EvansS","CWT"
"EvansS","SGS"
"EvansK","CCE"
"EvansJ","KNZ"
"EvansS","FCE"
"EvansM","ARC"
"EvansE","KNZ"
"EvansB","SBC"
"EvansT","BES"
"EvansenR","SEV"
"EvaristoJ","LUQ"
"EvenT","SBC"
"EvensenN","MCR"
"EwanJ","CAP"
"EweS","FCE"
"FabosA","HFR  "
"FabryV","MCR"
"FaethS","CAP"
"FaganL","SGS"
"FaganW","CAP"
"FairbrassM","CWT"
"FalkeJ","KNZ"
"FallP","CAP"
"FanC","CAP"
"FanelliR","AND"
"FangJ","INT"
"FargioneJ","CDR"
"FarinaA","INT"
"Farley-MetzgerE","CAP"
"FarrandA","AND"
"FarrellE","INT"
"FarrellM","AND"
"FarrellK","CWT"
"FarrisD","LNO"
"FashingbauerP","NTL"
"Fashu-KanuS","HBR"
"FassnachtK","AND"
"FasthB","AND"
"FatemiF","HBR"
"FayP","KNZ"
"FeierabendD","BNZ"
"FelicianoE","FCE"
"FelixF","NWK"
"FellM","CAP"
"FellJ","FCE"
"FellmanJ","BNZ"
"FenichelE","CAP"
"FennellJ","VCR"
"FergusonC","CAP"
"FergusonC","KNZ"
"FernX","AND"
"FernandezH","LUQ"
"FernandoH","CAP"
"FernandoN","LNO"
"FerrellJ","CAP"
"FerrellW","AND"
"FerryK","PIE"
"FerryL","CAP"
"FetcherN","LUQ"
"FiedlerA","KBS"
"FieldR","HFR"
"FieldL","CAP"
"FiererN","KBS"
"FigueroaD","LUQ"
"FigueroaD","SBC"
"FinchK","AND"
"FincherC","SEV"
"FindlayS","HBR"
"FindlayA","SBC"
"FingerH","SBC"
"FinkJ","CAP"
"FinneyB","BNZ"
"FirstM","GCE"
"FischettiJ","SBC"
"FisherE","CWT"
"FisherJ","BES"
"FisherG","BES"
"FishmanJ","CAP"
"FissoreC","CDR"
"FitzgeraldS","AND"
"FitzgeraldS","SBC"
"FitzgibbonT","MCM"
"FlahertyC","NTL"
"FlanaganC","NWT"
"FlederA","MCM"
"FlemingK","SEV"
"FletcherJ","CAP"
"FlewellingS","VCR"
"FlinnM","ARC"
"FloraB","BNZ"
"FloydA","VCR"
"FlyeB","HFR"
"FlynnB","SGS"
"FokidisB","CAP"
"FoleyJ","NTL"
"FoleyK","MCM"
"Follstad ShahJ","SEV"
"Fonda UmaniS","INT"
"FonteS","LUQ"
"FooteM","BNZ"
"ForanD","KBS"
"ForbisT","NWT"
"FordR","KBS"
"ForeroJ","LUQ"
"ForeroL","CDR"
"ForkM","FCE"
"FornaraD","CDR"
"Forrest-BaldiniJ","CCE"
"ForrestelE","KNZ"
"ForsmanZ","MCR"
"FortinS","ARC"
"FortnerS","MCM"
"FosterB","KNZ"
"FosterM","SBC"
"FountainA","MCM"
"FourqureanV","FCE"
"FowlerR","JRN"
"FoxJ","CAP"
"FoxB","KBS"
"Fox-parrishL","SGS"
"FoyB","INT"
"FradyC","AND"
"FraiolaK","LUQ"
"FramJ","SBC"
"FramJ","MCR"
"FrameM","NWK"
"FramstadE","INT"
"FrancoW","INT"
"FrankH","PIE"
"FranklinH","SGS"
"FranklinJ","CAP"
"FranklinR","HBR"
"FranklinJ","AND"
"FranksonP","HFR"
"FraserT","MCM"
"FraserM","CAP"
"FrazerT","PAL"
"FredricksonR","CAP"
"FredricksonE","JRN"
"FreemanP","SGS"
"FreemanM","CWT"
"FreemanJ","CWT"
"FreemanK","NWT"
"FreemonM","NWK"
"FreibottA","CCE"
"FrenchS","CAP"
"FrenchC","INT"
"FrentressJ","AND"
"FrescoN","BNZ"
"FreudenburgW","SBC  "
"FrewJ","SBC"
"FreyJ","SEV"
"FrischJ","CWT"
"FriskE","CAP"
"FrostS","BNZ"
"FrostC","CWT"
"FrusB","SEV"
"FryeJ","KNZ"
"FuchsH","CCE"
"FuenmayorM","FCE"
"FuentesL","FCE"
"FuentesJ","FCE  "
"Fuest            J","VCR"
"FulweilerR","FCE"
"FumeroJ","LUQ"
"FunkC","VCR"
"FurlanL","INT"
"GabrielE","HBR"
"GabrielliJ","AND"
"GabrielliC","AND"
"GadburyC","KNZ"
"GadeK","CAP"
"GaetaJ","NTL"
"GahlerM","NTL"
"GainesS","SBC"
"GainesE","PIE"
"GalanesI","LUQ"
"GalavottiH","VCR"
"GalbaatarT","INT"
"GaleasM","SGS"
"GaleasM","KNZ"
"Galindo-LealC","INT"
"GallagherJ","KBS"
"GallagherM","KBS"
"GallagherB","FCE"
"GallaherC","KBS"
"GallatiC","CAP"
"GallettiC","CAP"
"GalloM","SEV"
"GallowayJ","VCR"
"GandyD","FCE"
"GaoM","FCE  "
"GaoJ","KNZ"
"GaoL","KBS"
"GaoP","JRN"
"GaoX","KBS"
"GaoJ","KBS"
"GaradnaiJ","INT"
"GarbischJ","GCE  "
"GarciaL","LUQ"
"GarciaE","KBS"
"GarciaG","LNO"
"GarciaT","AND"
"Garcia NovoF","INT"
"Garcia-MontielD","LUQ"
"GardinerM","KBS"
"GardinerN","CWT  "
"GardnerC","MCM"
"GardnerE","NWT  "
"GargS","LNO"
"GargS","NWK"
"GaribottiI","PAL"
"GarmanS","AND"
"GarratyC","CAP"
"GarrettK","KNZ"
"GarronJ","BNZ"
"GarstD","CWT"
"GartnerJ","NWT"
"GartnerB","AND"
"GarvoilleR","FCE"
"GarzaA","CDR"
"GarzioL","PAL"
"GasarchE","NWT"
"GasconC","NWK"
"GauglerD","SEV"
"Gaxiola-CastroG","INT"
"GayM","KNZ"
"GayM","ARC"
"Gbondo-TugbawaS","HBR"
"GburekT","CAP"
"Gdanetz MacCreadyK","KBS"
"GeasonL","KBS"
"GebeleinJ","FCE"
"GehlR","KBS"
"GehmanA","GCE"
"GehrigD","NWK"
"GehringJ","FCE"
"GeierM","AND"
"GeiszH","PAL"
"GentryL","KBS"
"GeorgeM","VCR"
"GeorgesuM","CAP"
"GerberS","FCE"
"GerlancN","KNZ"
"GerstK","NWK"
"GettelG","ARC"
"GeyerK","MCM"
"GholzH","NWK  "
